City,Location,Carpet Area,Built-up Area,Super Built-up Area,BHK,Bathrooms,Balcony,Parking,Floor,Total Floors,Property Age,Facing,Property Type,Furnishing,Power Backup,Lift,Security,Swimming Pool,Gym,Garden,Nearby Metro,Nearby Hospital,Nearby School,Nearby Mall,Road Width,Corner Property,East Facing,Latitude,Longitude,Price
Kakinada,Bhanugudi Junction,309,370,462,1,1,2,2,4,7,5,South,Apartment,Semi-Furnished,1,1,1,0,0,1,1,0,1,0,40,0,0,17.0351,82.1557,2965067
Vijayawada,Kanuru,1391,1669,2086,3,2,1,1,20,30,10,West,Apartment,Unfurnished,1,1,1,0,1,0,1,1,1,1,40,0,0,16.4862,80.65,13064631
Anantapur,Housing Board Colony,541,649,811,1,2,1,2,7,10,13,North,Apartment,Unfurnished,1,1,1,0,0,1,0,1,0,1,30,0,0,14.5778,77.6478,2981926
Delhi,South Delhi,1359,1630,2037,3,3,0,0,12,40,0,North,Apartment,Semi-Furnished,1,1,1,1,0,0,0,1,1,1,20,0,0,28.5558,77.2354,61047211
Jaipur,Malviya Nagar,1351,1621,2026,3,3,1,2,9,10,13,East,Apartment,Fully Furnished,0,1,1,0,0,0,0,1,1,1,60,1,1,26.9306,75.7909,14438710
Jaipur,Vaishali Nagar,1526,1831,2288,4,3,3,1,4,7,25,East,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,0,60,0,1,26.9264,75.74,10435086
Jaipur,Vaishali Nagar,1723,2067,2583,4,5,1,1,3,4,6,West,Apartment,Semi-Furnished,0,1,1,0,0,0,1,1,1,1,30,1,0,26.935,75.819,14601979
Vijayawada,Patamata,1139,1366,1707,3,3,1,1,6,15,15,South,Apartment,Fully Furnished,0,0,1,0,0,1,1,1,1,1,80,0,0,16.5593,80.6689,14645338
Kurnool,C-Camp,1233,1479,1848,3,3,1,0,5,7,17,South,Apartment,Semi-Furnished,0,0,1,0,0,1,0,1,1,0,30,0,0,15.8448,78.0519,8246044
Eluru,Powerpet,1307,1568,1960,3,2,1,0,4,7,7,East,Apartment,Unfurnished,1,1,1,0,0,1,1,0,1,1,20,0,1,16.6571,81.0676,7717887
Hyderabad,Madhapur,997,1196,1495,2,2,1,1,8,10,17,South,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,0,1,40,0,0,17.4074,78.5477,13274347
Pune,Koregaon Park,719,862,1077,2,1,3,0,1,2,14,South,Villa,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,20,0,0,18.4936,73.878,17745652
Kurnool,C-Camp,494,592,740,1,1,0,2,1,2,5,South,Villa,Unfurnished,1,0,1,1,0,1,1,1,1,0,40,0,0,15.8529,77.9789,5257520
Eluru,Vatluru,1149,1378,1722,3,3,0,1,23,30,9,West,Apartment,Unfurnished,0,0,1,1,0,1,0,1,1,0,30,0,0,16.6821,81.0286,4618766
Bangalore,Electronic City,974,1168,1460,2,2,2,2,4,7,6,North,Apartment,Fully Furnished,0,1,1,0,0,0,0,1,0,0,30,0,0,12.8819,77.6359,9717590
Kurnool,Joharapuram,717,860,1075,2,3,2,0,2,2,0,North,Villa,Fully Furnished,1,0,1,0,0,1,1,1,0,1,60,0,0,15.8851,78.0056,5298095
Nellore,Podalakur Road,1203,1443,1803,3,3,3,0,2,7,11,West,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,1,0,40,0,0,14.3528,80.0075,6024120
Kakinada,Sarpavaram,1356,1627,2033,3,3,3,1,7,10,9,North,Builder Floor,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,60,0,0,16.9857,82.2716,8622771
Ahmedabad,Satellite,1723,2067,2583,4,4,1,2,1,1,20,South,Villa,Unfurnished,1,0,1,1,0,1,1,1,1,0,20,0,0,22.9555,72.5868,23559958
Kakinada,NFCL Road,1157,1388,1735,3,2,0,1,6,10,22,West,Apartment,Unfurnished,1,1,1,0,1,1,1,0,1,1,20,0,0,16.9872,82.2804,5752604
Anantapur,Kalyandurg Road,1266,1519,1898,3,3,1,1,5,7,13,South,Builder Floor,Semi-Furnished,1,1,1,0,0,1,1,1,1,0,20,0,0,14.6727,77.6541,5452336
Pune,Wakad,732,878,1097,2,1,1,1,12,30,6,North,Apartment,Semi-Furnished,1,1,1,1,0,0,0,1,1,1,60,0,0,18.5354,73.8804,6751577
Bangalore,Jayanagar,838,1005,1256,2,2,1,1,12,20,11,East,Apartment,Unfurnished,1,0,1,1,0,1,1,1,1,1,60,1,1,12.9363,77.527,16843532
Mumbai,South Mumbai,1155,1386,1732,3,4,0,1,8,20,18,North,Apartment,Unfurnished,0,0,1,0,1,0,1,1,1,0,40,0,0,19.0906,72.8382,95656030
Jaipur,C-Scheme,732,878,1097,2,3,2,0,4,4,11,North,Apartment,Fully Furnished,1,1,1,0,0,0,1,1,1,0,20,0,0,27.0004,75.7897,11189471
Kurnool,Kallur,507,608,760,1,1,0,1,1,1,1,East,Villa,Unfurnished,0,0,0,1,0,0,1,1,1,1,30,0,1,15.8645,78.0442,3711980
Kurnool,C-Camp,533,639,798,1,2,0,2,2,7,2,East,Builder Floor,Unfurnished,1,1,0,0,0,0,1,1,1,0,60,0,1,15.8308,78.0363,4240753
Bangalore,Jayanagar,2133,2559,3198,5,6,1,2,17,30,6,East,Builder Floor,Fully Furnished,1,1,1,1,0,0,0,1,0,1,60,0,1,12.9709,77.5076,44924744
Delhi,Noida,924,1108,1385,2,2,1,1,1,15,6,West,Apartment,Semi-Furnished,0,0,0,1,0,1,1,1,1,1,40,1,0,28.6467,77.2201,14672340
Lucknow,Indira Nagar,979,1174,1467,2,2,0,1,3,3,18,East,Villa,Unfurnished,1,0,1,0,0,1,0,1,1,1,40,1,1,26.8411,80.9141,9711608
Jaipur,C-Scheme,1629,1954,2442,4,4,2,1,20,20,16,North,Penthouse,Semi-Furnished,1,0,1,1,1,1,1,1,0,0,30,1,0,26.8978,75.8342,30979688
Hyderabad,Madhapur,585,702,877,1,1,0,0,19,20,19,North,Apartment,Semi-Furnished,1,1,1,0,1,1,0,1,1,1,40,0,0,17.399,78.4647,7785686
Eluru,Vatluru,1138,1365,1706,3,2,2,1,13,15,1,West,Apartment,Fully Furnished,1,1,0,0,0,1,1,1,1,0,20,1,0,16.7385,81.0748,5404643
Tirupati,TUDA Layout,797,956,1195,2,1,1,1,2,4,13,East,Apartment,Semi-Furnished,0,1,0,0,0,1,1,1,1,1,30,0,1,13.5832,79.4579,6406319
Vizianagaram,Kothavalasa,1679,2014,2517,4,3,1,0,2,10,16,North,Apartment,Semi-Furnished,1,1,1,0,1,0,1,1,1,0,40,0,0,18.0856,83.4406,6374084
Lucknow,Hazratganj,1282,1538,1922,3,3,1,1,25,30,2,North,Apartment,Semi-Furnished,1,1,1,1,1,0,1,1,1,0,30,0,0,26.7435,80.9454,22016663
Jaipur,Jagatpura,759,910,1137,2,2,2,1,2,2,8,West,Villa,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,60,0,0,26.932,75.7631,5984004
Rajahmundry,Danavaipeta,1212,1454,1817,3,2,3,0,2,7,2,West,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,0,1,30,0,0,16.8945,81.8104,13328316
Mumbai,Thane,2184,2620,3275,5,5,1,0,1,10,7,South,Apartment,Fully Furnished,0,1,1,0,1,0,1,1,1,1,40,1,0,19.1254,72.9218,74091623
Nellore,Vedayapalem,392,470,587,1,2,1,1,1,7,18,North,Apartment,Semi-Furnished,0,0,1,0,0,1,0,1,1,1,40,0,0,14.517,79.9538,2161110
Ahmedabad,Prahlad Nagar,816,979,1223,2,2,2,2,2,4,21,South,Apartment,Semi-Furnished,0,1,1,0,0,1,1,1,0,0,60,0,0,23.0402,72.5558,7459618
Tirupati,Bairagipatteda,1274,1528,1910,3,3,2,0,3,10,17,West,Apartment,Unfurnished,0,0,1,0,0,1,0,1,1,1,40,0,0,13.6637,79.4523,8158230
Rajahmundry,Morampudi,718,861,1076,2,2,2,1,2,4,1,North,Apartment,Unfurnished,1,0,1,0,0,0,1,1,1,0,20,0,0,17.0147,81.7813,4959612
Eluru,Eluru Bypass,816,979,1223,2,3,2,2,8,10,7,East,Apartment,Unfurnished,0,1,1,0,0,0,1,1,1,0,60,1,1,16.7333,81.1319,4437350
Kadapa,Ravindra Nagar,1322,1586,1982,3,3,2,1,21,30,8,East,Apartment,Unfurnished,1,1,1,0,1,1,1,1,1,1,60,0,1,14.5089,78.8348,8368433
Delhi,Noida,1686,2023,2528,4,5,1,0,9,15,4,East,Apartment,Semi-Furnished,1,0,0,0,1,1,1,1,0,0,30,1,1,28.4949,77.2468,24834102
Mumbai,South Mumbai,794,952,1190,2,2,1,0,4,15,0,West,Builder Floor,Unfurnished,1,1,1,1,0,1,1,1,1,0,20,0,0,19.1691,72.9414,93494152
Nellore,Magunta Layout,1183,1419,1773,3,3,1,1,9,20,25,East,Apartment,Unfurnished,0,1,1,0,1,1,0,1,1,0,60,1,1,14.4348,79.8744,9871945
Pune,Koregaon Park,1215,1458,1822,3,3,3,2,3,10,15,West,Apartment,Semi-Furnished,1,1,1,0,1,0,1,1,1,1,30,0,0,18.4705,73.8635,25961052
Delhi,Connaught Place,1119,1342,1677,3,3,1,1,7,7,4,North,Penthouse,Semi-Furnished,1,0,1,0,0,0,0,1,1,1,60,1,0,28.7033,77.2361,67928203
Visakhapatnam,MVP Colony,1271,1525,1906,3,3,2,0,2,4,13,East,Apartment,Fully Furnished,1,1,1,0,0,1,1,1,1,1,30,0,1,17.6973,83.2885,19608658
Nellore,Harnathapuram,1534,1840,2300,4,3,1,1,7,7,18,South,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,1,40,0,0,14.445,79.9893,12813030
Kadapa,Co-operative Colony,363,435,543,1,1,1,1,10,20,18,South,Builder Floor,Semi-Furnished,0,0,0,1,1,1,1,1,1,1,40,1,0,14.3942,78.817,2732628
Rajahmundry,Danavaipeta,948,1137,1421,2,2,2,2,2,4,22,East,Penthouse,Fully Furnished,1,1,0,0,0,1,0,1,1,1,60,0,1,16.869,81.8702,11814481
Lucknow,Indira Nagar,913,1095,1368,2,2,0,2,14,15,0,North,Apartment,Unfurnished,1,1,1,0,0,0,0,1,1,0,60,0,0,26.8837,80.932,8435220
Kakinada,Pithapuram Road,802,962,1202,2,1,1,1,2,7,12,South,Builder Floor,Semi-Furnished,1,0,0,0,0,0,1,1,1,1,30,1,0,17.0285,82.2421,3821944
Ahmedabad,Prahlad Nagar,924,1108,1385,2,3,0,2,8,10,7,North,Apartment,Fully Furnished,0,0,1,0,1,1,0,1,1,1,30,0,0,23.0276,72.5708,11079322
Mumbai,Bandra,588,705,881,1,1,3,2,3,3,19,North,Villa,Semi-Furnished,1,0,0,0,0,1,1,1,1,0,60,1,0,19.0824,72.9294,49654265
Delhi,Noida,1339,1606,2007,3,3,2,1,2,4,1,East,Apartment,Semi-Furnished,1,1,0,0,0,1,0,1,1,0,20,0,1,28.6375,77.2295,18809467
Bangalore,Indiranagar,1236,1483,1853,3,3,2,1,4,4,21,North,Apartment,Semi-Furnished,0,0,1,0,0,1,1,1,1,0,40,0,0,12.9704,77.6467,26317994
Tirupati,TUDA Layout,1346,1615,2018,3,2,2,0,1,1,5,North,Villa,Fully Furnished,1,0,1,0,0,1,1,1,0,0,80,0,0,13.6512,79.4506,16187537
Nellore,Dargamitta,1231,1477,1846,3,3,1,1,30,40,24,East,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,0,30,0,1,14.4246,79.9747,7470817
Kadapa,RIMS Area,378,453,566,1,1,0,2,5,7,10,West,Builder Floor,Semi-Furnished,0,1,0,0,0,1,1,1,1,0,40,0,0,14.5236,78.9181,2476806
Vizianagaram,Cantonment,444,532,665,1,1,2,1,2,10,13,South,Apartment,Semi-Furnished,1,0,1,0,0,0,1,1,1,1,80,0,0,18.0118,83.4195,3198567
Vijayawada,Gollapudi,1159,1390,1737,3,3,1,0,4,4,15,South,Builder Floor,Semi-Furnished,0,1,1,0,0,1,0,1,1,1,20,0,0,16.5198,80.5684,7245765
Jaipur,Mansarovar,854,1024,1280,2,2,1,0,3,4,11,West,Apartment,Semi-Furnished,1,1,0,0,0,0,1,1,1,0,30,0,0,26.9763,75.8089,5562694
Vijayawada,Benz Circle,1289,1546,1932,3,3,0,1,4,15,21,North,Penthouse,Semi-Furnished,0,0,1,0,1,0,1,1,1,1,60,0,0,16.5116,80.6901,27480748
Nellore,Harnathapuram,750,900,1125,2,1,2,1,24,30,2,South,Apartment,Semi-Furnished,0,0,1,1,0,1,1,1,1,1,80,0,0,14.4907,80.0578,7868227
Kadapa,Ravindra Nagar,964,1156,1445,2,2,0,1,2,40,21,East,Apartment,Semi-Furnished,1,1,1,1,0,0,0,1,1,1,40,0,1,14.4557,78.7862,4997438
Pune,Baner,577,692,865,1,1,1,1,4,20,14,North,Apartment,Fully Furnished,1,0,1,1,1,1,1,1,1,0,40,0,0,18.5609,73.8587,6996904
Kadapa,Co-operative Colony,1646,1975,2468,4,4,1,2,1,4,2,South,Penthouse,Fully Furnished,1,1,1,0,0,0,1,1,1,0,40,0,0,14.5133,78.8442,20207284
Lucknow,Gomti Nagar,1394,1672,2090,3,2,0,1,7,7,6,North,Apartment,Fully Furnished,1,1,1,0,0,1,0,1,1,0,40,1,0,26.7899,80.9258,17564560
Pune,Hinjewadi,738,885,1106,2,1,1,1,1,2,3,North,Villa,Fully Furnished,0,0,1,1,0,0,0,1,1,0,40,0,0,18.5115,73.8102,7252228
Vijayawada,Gollapudi,497,596,745,1,1,1,1,3,7,24,South,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,1,0,40,0,0,16.4777,80.632,3073373
Chennai,Adyar,386,463,578,1,1,1,0,2,10,1,West,Apartment,Unfurnished,1,1,0,0,1,0,1,1,0,1,40,1,0,13.0916,80.2548,9221561
Visakhapatnam,MVP Colony,961,1153,1441,2,2,3,0,39,40,23,East,Apartment,Unfurnished,0,1,1,1,1,0,1,1,1,1,40,1,1,17.6732,83.2242,13326582
Kadapa,Yerramukkapalli,1693,2031,2538,4,3,1,0,3,4,7,East,Builder Floor,Fully Furnished,1,0,1,0,0,0,1,0,1,1,30,0,1,14.4505,78.8506,11429160
Bangalore,Jayanagar,961,1153,1441,2,1,1,1,5,7,11,West,Apartment,Unfurnished,1,1,1,0,0,0,0,1,1,1,40,0,0,13.0458,77.5812,17178124
Bangalore,Koramangala,326,391,488,1,1,0,2,12,15,22,South,Apartment,Fully Furnished,1,1,1,1,1,0,0,1,1,0,60,0,0,12.9559,77.639,6660907
Rajahmundry,Innespeta,432,518,647,1,2,0,1,3,7,24,West,Builder Floor,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,60,0,0,16.9012,81.8116,3041230
Kolkata,New Town,846,1015,1268,2,2,1,1,5,10,19,North,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,1,40,0,0,22.5704,88.3876,9358651
Kadapa,Nagarajupet,1245,1494,1867,3,3,2,1,2,3,3,South,Villa,Semi-Furnished,1,0,0,0,0,1,0,1,1,1,60,0,0,14.3981,78.8956,11365038
Hyderabad,Kondapur,320,384,480,1,1,1,2,9,10,23,South,Apartment,Semi-Furnished,1,1,1,0,0,1,1,1,1,1,80,0,0,17.371,78.5233,2960772
Nellore,Harnathapuram,2186,2623,3278,5,5,2,2,2,4,21,South,Apartment,Unfurnished,1,1,1,0,0,1,0,1,1,0,20,0,0,14.4153,80.0291,15798402
Kurnool,Budhavarapeta,829,994,1242,2,2,1,1,23,30,25,South,Apartment,Semi-Furnished,0,1,1,0,1,0,1,1,1,1,40,0,0,15.8373,78.1896,4587281
Hyderabad,Secunderabad,1303,1563,1953,3,4,0,2,7,7,25,East,Apartment,Semi-Furnished,0,1,1,0,0,1,0,1,0,1,30,0,1,17.3612,78.5326,9702170
Kolkata,Salt Lake,485,582,727,1,1,3,2,7,10,15,South,Apartment,Semi-Furnished,1,0,1,0,1,0,1,1,1,1,40,0,0,22.5572,88.4249,7774486
Bangalore,Whitefield,1173,1407,1758,3,3,2,0,2,10,6,North,Apartment,Fully Furnished,1,1,1,0,0,0,1,1,1,1,60,0,0,12.9642,77.5165,16335235
Ahmedabad,Ghatlodia,334,400,500,1,1,2,1,3,4,9,East,Apartment,Unfurnished,1,0,1,0,0,0,1,1,1,1,30,0,1,23.0751,72.5988,1975027
Chennai,Anna Nagar,873,1047,1308,2,2,0,0,4,15,25,South,Apartment,Fully Furnished,1,1,1,1,1,1,1,1,1,0,20,0,0,13.1368,80.2109,15275219
Kakinada,NFCL Road,926,1111,1388,2,2,1,1,7,10,22,North,Apartment,Semi-Furnished,1,1,1,0,1,1,0,1,1,1,80,0,0,16.9417,82.2411,4535659
Jaipur,C-Scheme,1161,1393,1741,3,3,0,2,4,7,1,West,Apartment,Unfurnished,1,1,1,0,0,1,0,1,1,0,40,0,0,26.8662,75.7166,18001231
Vijayawada,Moghalrajpuram,832,998,1247,2,1,1,2,18,20,9,East,Apartment,Fully Furnished,1,1,0,0,0,1,1,0,0,1,40,0,1,16.5618,80.6149,12752761
Kadapa,Ravindra Nagar,780,936,1170,2,3,0,1,10,30,24,East,Penthouse,Unfurnished,1,1,0,0,1,0,1,1,1,0,30,0,1,14.5032,78.8454,4937475
Mumbai,Andheri,329,394,492,1,1,0,1,10,15,2,North,Apartment,Semi-Furnished,1,1,1,1,0,1,1,1,1,1,30,1,0,19.1445,72.8054,19866954
Ahmedabad,Bopal,1171,1405,1756,3,3,1,1,5,15,13,South,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,40,0,0,23.0822,72.5131,8640941
Hyderabad,Madhapur,1144,1372,1715,3,3,1,2,8,30,22,South,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,1,0,40,0,0,17.2471,78.61,14562273
Guntur,Gorantla,493,591,738,1,1,3,1,9,15,6,North,Apartment,Fully Furnished,1,1,1,1,0,1,1,1,1,0,30,0,0,16.2114,80.4299,3326189
Eluru,Powerpet,954,1144,1430,2,2,3,0,2,2,6,North,Villa,Semi-Furnished,0,0,1,1,0,1,1,1,1,1,60,0,0,16.7773,81.1206,7001402
Kolkata,Salt Lake,467,560,700,1,2,1,2,7,10,22,East,Apartment,Semi-Furnished,1,1,1,0,0,1,0,1,1,1,40,1,1,22.5276,88.3512,6596540
Visakhapatnam,Madhurawada,971,1165,1456,2,2,1,1,10,30,1,North,Builder Floor,Unfurnished,1,0,1,1,1,1,1,1,1,1,60,0,0,17.7315,83.2758,11877331
Guntur,Brodipet,779,934,1167,2,2,1,0,6,15,1,North,Builder Floor,Semi-Furnished,0,0,1,1,0,1,1,1,1,1,30,0,0,16.2849,80.3714,9658052
Kadapa,Co-operative Colony,918,1101,1376,2,2,2,2,4,20,3,East,Apartment,Semi-Furnished,1,1,1,0,1,0,1,1,1,0,30,1,1,14.3978,78.7906,8057183
Bangalore,Indiranagar,722,866,1082,2,2,1,0,2,15,0,East,Apartment,Fully Furnished,1,0,1,0,1,1,1,1,1,0,40,0,1,12.966,77.6364,22247245
Delhi,Connaught Place,559,670,837,1,1,1,2,13,15,3,South,Apartment,Unfurnished,1,1,0,1,1,0,1,0,1,0,40,0,0,28.6073,77.2153,26841034
Delhi,Noida,498,597,746,1,1,1,0,5,7,2,West,Builder Floor,Fully Furnished,1,0,1,0,0,0,1,1,1,0,30,0,0,28.5931,77.2649,7584434
Lucknow,Gomti Nagar,968,1161,1451,2,2,1,1,3,7,21,South,Penthouse,Semi-Furnished,0,1,1,0,0,1,1,1,1,1,20,0,0,26.8089,80.9866,12863168
Visakhapatnam,Rushikonda,486,583,728,1,1,0,1,8,10,7,East,Apartment,Unfurnished,1,1,1,0,1,0,1,1,1,1,80,0,1,17.6968,83.126,7126611
Vijayawada,Patamata,2002,2402,3002,5,5,3,2,6,10,5,North,Apartment,Semi-Furnished,0,1,1,0,1,1,1,1,1,0,60,0,0,16.5251,80.6482,26904964
Kolkata,Tollygunge,865,1038,1297,2,2,0,1,6,7,22,West,Apartment,Semi-Furnished,0,0,1,0,0,1,1,1,0,0,40,1,0,22.6169,88.2752,7662060
Kakinada,Ramaraopeta,1702,2042,2552,4,4,0,0,1,4,1,South,Apartment,Unfurnished,1,1,0,0,0,1,1,0,1,0,20,0,0,16.9873,82.3788,12637486
Pune,Kothrud,738,885,1106,2,1,0,2,9,15,24,West,Apartment,Semi-Furnished,1,1,1,1,0,1,1,1,0,0,30,0,0,18.5467,73.8931,8696447
Delhi,Noida,756,907,1133,2,3,2,1,4,4,20,South,Builder Floor,Unfurnished,1,1,1,0,0,1,1,1,1,1,20,0,0,28.5631,77.2594,8567650
Anantapur,Housing Board Colony,702,842,1052,2,2,1,0,2,7,6,North,Apartment,Fully Furnished,1,1,1,0,0,1,0,1,1,0,30,1,0,14.6687,77.5991,4930592
Tirupati,Bairagipatteda,901,1081,1351,2,2,3,1,8,10,8,North,Builder Floor,Unfurnished,0,1,0,0,1,1,1,1,1,1,60,1,0,13.6871,79.4115,7678904
Kolkata,Alipore,329,394,492,1,1,0,0,10,10,1,South,Apartment,Fully Furnished,1,0,0,0,0,1,0,0,1,1,20,1,0,22.5451,88.3442,8810794
Jaipur,Vaishali Nagar,1316,1579,1973,3,4,1,0,1,4,15,East,Apartment,Semi-Furnished,1,0,0,0,0,1,1,1,0,0,40,0,1,26.9054,75.6733,9452546
Tirupati,Renigunta Road,1204,1444,1805,3,3,2,1,1,10,1,East,Apartment,Semi-Furnished,1,1,1,0,1,1,0,1,1,0,80,0,1,13.6313,79.3806,10357637
Pune,Kothrud,816,979,1223,2,2,2,0,2,7,9,South,Apartment,Semi-Furnished,1,1,1,0,0,1,1,0,1,1,30,1,0,18.5377,73.8534,12223679
Kadapa,RIMS Area,763,915,1143,2,2,2,2,5,7,8,North,Apartment,Semi-Furnished,1,0,1,0,0,1,1,1,1,1,60,0,0,14.3927,78.8405,5358722
Kakinada,Sarpavaram,921,1105,1381,2,2,1,1,9,20,22,North,Apartment,Unfurnished,1,1,1,1,0,0,1,1,1,1,30,0,0,17.0794,82.2642,5073197
Tirupati,Bairagipatteda,894,1072,1340,2,2,1,0,26,30,14,South,Apartment,Semi-Furnished,1,1,1,0,1,1,1,1,1,1,30,0,0,13.5861,79.3517,7318092
Jaipur,Mansarovar,477,572,715,1,1,2,1,7,7,0,South,Apartment,Unfurnished,1,1,1,0,0,1,1,0,1,1,30,1,0,26.8487,75.7206,4028942
Ahmedabad,Ghatlodia,995,1194,1492,2,2,1,1,3,7,21,West,Apartment,Semi-Furnished,1,1,1,0,0,1,0,1,0,1,40,0,0,23.0564,72.5586,5630696
Hyderabad,Jubilee Hills,1695,2034,2542,4,5,0,1,4,4,23,East,Apartment,Unfurnished,1,0,1,0,0,0,0,1,1,0,40,0,1,17.4372,78.3886,32852282
Bangalore,Koramangala,971,1165,1456,2,2,1,0,1,4,20,East,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,0,80,0,1,12.9506,77.6147,17260761
Delhi,Noida,855,1026,1282,2,2,2,0,6,10,5,West,Apartment,Semi-Furnished,1,0,1,0,0,0,1,1,1,0,30,0,0,28.6931,77.2753,12157257
Chennai,OMR,958,1149,1436,2,2,2,2,1,7,19,East,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,1,40,1,1,13.0626,80.2516,8517437
Guntur,Gorantla,1114,1336,1670,3,2,1,1,1,4,24,North,Apartment,Unfurnished,1,1,0,0,0,0,0,1,1,1,40,0,0,16.3176,80.463,5155782
Kolkata,Salt Lake,1383,1659,2073,3,3,2,1,8,15,7,North,Apartment,Semi-Furnished,1,1,1,0,0,0,0,1,1,1,40,0,0,22.6113,88.4124,21925142
Jaipur,C-Scheme,1305,1566,1957,3,4,1,1,20,40,19,South,Builder Floor,Semi-Furnished,1,1,0,1,0,1,1,0,1,1,80,0,0,26.9569,75.6612,17164348
Tirupati,Renigunta Road,711,853,1066,2,2,2,0,24,40,11,West,Apartment,Unfurnished,1,1,1,0,0,0,1,1,1,1,60,0,0,13.5995,79.5326,5137917
Ahmedabad,Satellite,1178,1413,1766,3,3,1,1,9,20,14,East,Apartment,Fully Furnished,1,1,1,1,1,1,0,1,1,1,40,0,1,23.057,72.6002,16003111
Vijayawada,Gollapudi,1217,1460,1825,3,3,1,0,6,10,14,East,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,1,40,1,1,16.5678,80.6426,8941321
Kakinada,Pithapuram Road,757,908,1135,2,2,1,2,7,15,8,North,Apartment,Unfurnished,1,0,1,1,0,1,1,1,1,1,30,1,0,17.0154,82.2252,4019233
Kurnool,Nandyal Road,810,972,1215,2,2,0,2,4,7,16,West,Apartment,Fully Furnished,1,1,0,0,0,0,0,1,1,0,30,0,0,15.8045,78.0698,4905588
Rajahmundry,Ramanayyapeta,1108,1329,1661,3,3,2,0,1,2,2,North,Villa,Fully Furnished,1,0,1,1,0,1,1,1,1,0,30,0,0,17.0412,81.8046,7968397
Kakinada,Ramaraopeta,1792,2150,2687,4,4,2,1,8,10,13,North,Apartment,Fully Furnished,1,1,1,0,0,0,1,1,1,1,20,1,0,17.0181,82.233,14670458
Kurnool,Joharapuram,2193,2631,3288,5,5,0,1,4,7,5,West,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,60,0,0,15.8453,78.0824,11746866
Kadapa,RIMS Area,593,711,888,1,2,1,0,1,1,7,West,Villa,Fully Furnished,1,0,1,0,0,0,1,1,1,0,60,1,0,14.4807,78.839,5445100
Vizianagaram,Balaji Nagar,463,555,693,1,1,0,0,1,4,7,West,Builder Floor,Fully Furnished,1,1,0,0,0,1,0,1,1,0,40,0,0,18.112,83.457,3020920
Delhi,South Delhi,375,450,562,1,1,1,1,3,3,16,North,Villa,Semi-Furnished,1,0,1,1,0,1,1,1,1,1,30,0,0,28.5833,77.213,17689416
Nellore,Vedayapalem,1157,1388,1735,3,3,1,2,4,4,23,West,Penthouse,Semi-Furnished,1,1,0,0,0,0,0,1,1,0,30,1,0,14.4099,80.0479,8068847
Rajahmundry,Ramanayyapeta,777,932,1165,2,2,1,2,4,4,2,East,Apartment,Semi-Furnished,1,1,1,0,0,0,1,1,1,0,30,0,1,16.9405,81.8067,4447702
Vijayawada,Patamata,500,600,750,1,1,2,1,13,20,12,East,Builder Floor,Unfurnished,0,1,1,1,1,1,0,1,0,1,30,0,1,16.588,80.5503,5841599
Tirupati,Alipiri,784,940,1175,2,3,1,0,7,7,19,East,Apartment,Fully Furnished,1,1,1,0,0,0,1,1,1,1,40,0,1,13.5833,79.3911,8791181
Vizianagaram,KL Puram,823,987,1233,2,1,0,0,2,4,16,South,Apartment,Unfurnished,0,0,0,0,0,0,0,0,1,1,30,0,0,18.1179,83.4326,3309067
Delhi,Rohini,942,1130,1412,2,2,0,0,3,10,2,North,Penthouse,Unfurnished,1,1,1,1,0,1,0,1,1,0,20,0,0,28.6004,77.2576,19850637
Lucknow,Gomti Nagar,1301,1561,1951,3,3,1,2,3,15,8,North,Apartment,Unfurnished,1,1,0,1,1,1,1,0,1,0,40,0,0,26.8124,80.9488,14153247
Eluru,Sanivarapupeta,983,1179,1473,2,2,0,0,1,7,8,West,Apartment,Unfurnished,1,1,1,0,0,1,1,1,1,0,30,0,0,16.72,81.1686,4294810
Anantapur,Raju Road,2030,2436,3045,5,4,1,0,2,2,23,North,Villa,Fully Furnished,1,0,1,0,0,1,1,1,1,0,30,1,0,14.6457,77.6128,12598135
Guntur,Pattabhipuram,435,522,652,1,1,1,1,1,4,10,North,Builder Floor,Unfurnished,1,0,1,0,0,1,1,1,1,0,60,0,0,16.2912,80.3863,3316900
Jaipur,C-Scheme,823,987,1233,2,3,1,1,7,7,6,North,Apartment,Unfurnished,0,1,0,0,0,1,0,1,1,1,30,0,0,26.8405,75.7117,10894856
